Id,Start Date,End Date,Start Location,Start District,End Location,End District,Distance,Promo
100558,2023-04-22 14:30:20,2023-04-22 15:10:36,Лесная,Юго-Восточный,Красная,Северо-Западный,5733.0,0
100559,2023-04-22 14:31:19,2023-04-22 14:51:23,Буденного,Октябрьский,Дачная,Центральный,3569.0,0
100560,2023-04-22 14:32:36,2023-04-22 15:02:51,Молодежная,Юго-Восточный,Шевченко,юго-восточный,3280.0,0
100561,2023-04-22 14:33:10,2023-04-22 15:03:59,Садовая,Заречный,Вокзальная,юго-восточный,4847.0,0
100562,2023-04-22 14:33:41,2023-04-22 15:04:00,Речная,Юго-Восточный,Майская,октябрьский,3978.0,0
100563,2023-04-22 14:34:29,2023-04-22 14:51:56,ул.шоссейная,Заречный,ул.ломоносова,октябрьский,3751.0,0
100564,2023-04-22 14:36:11,2023-04-22 14:51:03,Нагорная,центральный,Юбилейная,Юго-Восточный,2160.0,0
100565,2023-04-22 14:36:31,2023-04-22 14:55:23,центральная,Юго-Восточный,труда,Центральный,2970.0,0
100566,2023-04-22 14:37:55,2023-04-22 15:30:14,гоголя,Центральный,пионерская,заречный,3514.0,0
100567,2023-04-22 14:37:58,2023-04-22 15:02:42,Березовая,Северо-Западный,Спортивная,Октябрьский,4517.0,0
100568,2023-04-22 14:38:55,2023-04-22 15:08:45,куйбышева,Центральный,дружбы,Центральный,3699.0,0
100568,2023-04-22 14:38:55,2023-04-22 15:08:45,куйбышева,Центральный,дружбы,Центральный,3699.0,0
100569,2023-04-22 14:40:03,2023-04-22 14:58:02,гагарина,Центральный,ул.школьная,Северо-Западный,3687.0,0
100570,2023-04-22 14:40:13,2023-04-22 15:17:46,Карла Маркса,ленинский,Московская,Северо-Западный,5019.0,0
100571,2023-04-22 14:40:17,2023-04-22 15:02:56,Карла Маркса,ленинский,Южная,центральный,3520.0,0
100572,2023-04-22 14:40:41,2023-04-22 15:34:02,Колхозная,Ленинский,Нагорная,центральный,4759.0,0
100573,2023-04-22 14:41:28,2023-04-22 14:59:45,Центральная,Юго-Восточный,Сиреневая,Юго-Восточный,3.0,0
100574,2023-04-22 14:41:53,2023-04-22 14:57:09,овражная,центральный,западная,Ленинский,1866.0,0
100575,2023-04-22 14:43:24,2023-04-22 15:14:27,ул.вишневая,юго-восточный,ул.красная,Северо-Западный,3917.0,0
100576,2023-04-22 14:44:31,2023-04-22 15:05:01,ул. некрасова,Северо-Западный,ул.майская,Октябрьский,2836.0,0
100577,2023-04-22 14:48:34,2023-04-22 15:14:42,свободы,Ленинский,совхозная,Центральный,3954.0,0
100577,2023-04-22 14:48:34,2023-04-22 15:14:42,свободы,Ленинский,совхозная,Центральный,3954.0,0
100578,2023-04-22 14:50:44,2023-04-22 15:15:24,Рябиновая,Северо-Западный,Полевая,Ленинский,2874.0,0
100579,2023-04-22 14:52:46,2023-04-22 15:18:52,Береговая,Центральный,Овражная,центральный,3253.0,0
100580,2023-04-22 14:55:26,2023-04-22 15:28:21,Заводская,Северо-Западный,Советская,Центральный,5387.0,0
100581,2023-04-22 14:55:28,2023-04-22 15:07:27,Победы,Юго-Восточный,Вишневая,юго-восточный,2007.0,0
100582,2023-04-22 14:56:38,2023-04-22 15:36:18,вишневая,Юго-Восточный,московская,Северо-Западный,nan,0
100583,2023-04-22 14:57:22,2023-04-22 15:33:53,Коммунальная,Юго-Восточный,Победы,Юго-Восточный,3613.0,0
100584,2023-04-22 14:57:56,2023-04-22 15:36:47,Чехова,Заречный,Матросова,Центральный,3890.0,0
100585,2023-04-22 14:58:17,2023-04-22 15:36:52,Октябрьская,Заречный,Солнечная,Центральный,5411.0,0
100586,2023-04-22 14:58:17,2023-04-22 15:37:00,ул.лесная,Юго-Восточный,ул.комсомольская,заречный,4993.0,0
100587,2023-04-22 14:59:54,2023-04-22 15:19:31,Северная,Центральный,Почтовая,Юго-Восточный,3927.0,0
100588,2023-04-22 15:01:21,2023-04-22 15:25:05,ул.калинина,Ленинский,ул.солнечная,Центральный,3496.0,0
100589,2023-04-22 15:01:59,2023-04-22 15:46:57,ул.озерная,юго-восточный,ул.мира,Центральный,5504.0,0
100590,2023-04-22 15:03:07,2023-04-22 15:24:40,майская,октябрьский,луговая,Октябрьский,2894.0,0
100590,2023-04-22 15:03:07,2023-04-22 15:24:40,майская,октябрьский,луговая,Октябрьский,2894.0,0
100591,2023-04-22 15:03:49,2023-04-22 15:41:35,ул.энергетиков,Юго-Восточный,ул.майская,Октябрьский,4262.0,0
100592,2023-04-22 15:04:54,2023-04-22 15:24:06,Овражная,Центральный,Совхозная,Центральный,2966.0,0
100593,2023-04-22 15:06:42,2023-04-22 15:30:24,южная,Центральный,степная,центральный,3535.0,0
100594,2023-04-22 15:08:04,2023-04-22 15:46:33,Чкалова,Юго-Восточный,Мира,Центральный,5624.0,0
100595,2023-04-22 15:09:24,2023-04-22 15:49:55,Спортивная,Октябрьский,Партизанская,ленинский,6.0,0
100596,2023-04-22 15:11:33,2023-04-22 15:52:48,Крупской,центральный,Первомайская,северо-западный,5272.0,0
100596,2023-04-22 15:11:33,2023-04-22 15:52:48,Крупской,центральный,Первомайская,северо-западный,5272.0,0
100597,2023-04-22 15:11:36,2023-04-22 15:27:46,Мичурина,Ленинский,Ленина,Ленинский,3159.0,0
100598,2023-04-22 15:11:36,2023-04-22 15:39:44,Кооперативная,Центральный,Пионерская,Заречный,4739.0,0
100599,2023-04-22 15:11:41,2023-04-22 15:36:46,Овражная,Центральный,Спортивная,Октябрьский,2802.0,0
100600,2023-04-22 15:16:29,2023-04-22 15:47:20,труда,Центральный,московская,северо-западный,4112.0,0
100601,2023-04-22 15:17:17,2023-04-22 15:47:29,рябиновая,северо-западный,садовая,заречный,3645.0,0
100602,2023-04-22 15:17:36,2023-04-22 15:45:20,пионерская,заречный,рябиновая,Северо-Западный,4169.0,0
100603,2023-04-22 15:18:09,2023-04-22 15:44:54,Колхозная,ленинский,Набережная,Центральный,3949.0,0
100604,2023-04-22 15:18:23,2023-04-22 15:39:38,зеленая,Центральный,ул.маяковского,центральный,3283.0,0
100605,2023-04-22 15:20:01,2023-04-22 15:49:29,ул.садовая,заречный,ул.рябиновая,Северо-Западный,4779.0,0
100606,2023-04-22 15:20:36,2023-04-22 16:00:04,Свободы,Ленинский,Лермонтова,ленинский,4354.0,0
100607,2023-04-22 15:20:36,2023-04-22 15:40:22,Гагарина,Центральный,Куйбышева,центральный,3136.0,0
100608,2023-04-22 15:20:40,2023-04-22 15:55:08,Луговая,октябрьский,Восточная,Октябрьский,4147.0,0
100609,2023-04-22 15:20:44,2023-04-22 15:48:57,ул.заводская,северо-западный,ул.буденного,Октябрьский,3732.0,0
100610,2023-04-22 15:21:49,2023-04-22 15:30:54,Юбилейная,Юго-Восточный,Шевченко,Юго-Восточный,1552.0,0
100611,2023-04-22 15:22:34,2023-04-22 15:44:06,Совхозная,центральный,Первомайская,Северо-Западный,4213.0,0
100612,2023-04-22 15:23:23,2023-04-22 16:01:45,ул.октябрьская,Заречный,ул.степная,Центральный,3152.0,0
100613,2023-04-22 15:23:47,2023-04-22 16:06:05,Спортивная,Октябрьский,Калинина,Ленинский,5333.0,0
100614,2023-04-22 15:24:16,2023-04-22 15:51:34,Спортивная,октябрьский,Коммунальная,Юго-Восточный,3755.0,0
100615,2023-04-22 15:25:04,2023-04-22 15:42:43,Ломоносова,Октябрьский,Куйбышева,центральный,nan,0
100616,2023-04-22 15:25:39,2023-04-22 16:02:52,ул.вокзальная,Юго-Восточный,ул.рябиновая,северо-западный,4168.0,0
100617,2023-04-22 15:25:47,2023-04-22 15:51:59,Шоссейная,Заречный,Майская,Октябрьский,4376.0,0
100618,2023-04-22 15:25:58,2023-04-22 16:16:36,Коммунальная,Юго-Восточный,Цветочная,Северо-Западный,7709.0,0
100619,2023-04-22 15:27:19,2023-04-22 15:49:00,Чкалова,Юго-Восточный,Суворова,ленинский,3.0,0
100620,2023-04-22 15:28:49,2023-04-22 16:04:53,Колхозная,ленинский,Восточная,Октябрьский,3163.0,0
100621,2023-04-22 15:30:12,2023-04-22 15:41:44,Луговая,октябрьский,Северная,Центральный,1915.0,0
100622,2023-04-22 15:30:27,2023-04-22 15:54:39,заречная,Юго-Восточный,ул.восточная,Октябрьский,4273.0,0
100623,2023-04-22 15:31:02,2023-04-22 15:52:17,ул.дорожная,юго-восточный,ул.юбилейная,юго-восточный,2731.0,0
100624,2023-04-22 15:31:45,2023-04-22 15:55:24,Дзержинского,Центральный,ул. набережная,Центральный,3731.0,0
100625,2023-04-22 15:37:28,2023-04-22 16:06:11,ул.некрасова,Северо-Западный,ул.гоголя,Центральный,4356.0,0
100626,2023-04-22 15:37:38,2023-04-22 16:03:12,Чехова,заречный,Красноармейская,Юго-Восточный,3742.0,0
100627,2023-04-22 15:37:44,2023-04-22 15:58:38,Лермонтова,ленинский,Спортивная,октябрьский,3405.0,0
100628,2023-04-22 15:37:52,2023-04-22 15:56:31,Шевченко,Юго-Восточный,ул. речная,Юго-Восточный,2898.0,0
100629,2023-04-22 15:38:55,2023-04-22 15:58:35,Шевченко,Юго-Восточный,Набережная,центральный,3936.0,0
100630,2023-04-22 15:39:33,2023-04-22 16:29:05,Калинина,ленинский,Полевая,Ленинский,5291.0,0
100631,2023-04-22 15:40:20,2023-04-22 16:24:57,ленина,Ленинский,майская,Октябрьский,5.0,0
100632,2023-04-22 15:41:39,2023-04-22 16:21:39,Центральная,Юго-Восточный,Западная,Ленинский,4034.0,0
100633,2023-04-22 15:43:10,2023-04-22 16:10:02,Нагорная,Центральный,Школьная,Северо-Западный,4346.0,0
100634,2023-04-22 15:43:14,2023-04-22 16:22:26,Шоссейная,заречный,Полевая,Ленинский,5437.0,0
100635,2023-04-22 15:43:38,2023-04-22 16:11:15,Цветочная,Северо-Западный,ул. центральная,Юго-Восточный,5160.0,0
100636,2023-04-22 15:44:25,NaT,мичурина,Ленинский,кирова,ленинский,3739.0,0
100637,2023-04-22 15:48:30,2023-04-22 16:41:43,ул. заводская,Северо-Западный,ул.победы,Юго-Восточный,6745.0,0
100638,2023-04-22 15:49:40,2023-04-22 16:17:04,ул. чехова,Заречный,ул.спортивная,Октябрьский,3466.0,0
100639,2023-04-22 15:49:47,2023-04-22 16:22:02,ул. коммунальная,Юго-Восточный,ул.набережная,Центральный,5432.0,0
100640,2023-04-22 15:50:07,2023-04-22 16:37:08,Карла Маркса,Ленинский,Шоссейная,заречный,8189.0,0
